0, 25813
1, 29970
2, 16703
3, 8128
4, 19987
5, 27842
6, 15919
7, 557
8, 2895
9, 14023
10, 19768
11, 14085
12, 19242
13, 20297
14, 8627
15, 27854
16, 26725
17, 13081
18, 24064
19, 12790
20, 5890
21, 26690
22, 18890
23, 25101
24, 27814
25, 29921
26, 15755
27, 29489
28, 18498
29, 14390
30, 26450
31, 14281
32, 23794
33, 23034
34, 19652
35, 26742
36, 25638
37, 17395
38, 11872
39, 2630
40, 15103
41, 22983
42, 12296
43, 1323
44, 28412
45, 25358
46, 27325
47, 32428
48, 32213
49, 23466
50, 19371
51, 19675
52, 19623
53, 7771
54, 25701
55, 5511
56, 6738
57, 7566
58, 4209
59, 28082
60, 28959
61, 7798
62, 5127
63, 3397
64, 23463
65, 10846
66, 6166
67, 27395
68, 24816
69, 10814
70, 10120
71, 21692
72, 3032
73, 24716
74, 4551
75, 22467
76, 439
77, 13652
78, 22144
79, 3490
80, 27712
81, 2187
82, 32423
83, 8459
84, 15016
85, 32417
86, 1723
87, 7954
88, 32267
89, 31573
90, 15947
91, 26778
92, 25867
93, 16077
94, 16569
95, 22541
96, 6842
97, 22758
98, 27454
99, 28497
100, 3258
101, 26313
102, 29742
103, 8695
104, 23714
105, 20159
106, 1917
107, 4021
108, 164
109, 28230
110, 3203
111, 17174
112, 22381
113, 28260
114, 30972
115, 18544
116, 13133
117, 12859
118, 21843
119, 12567
120, 8344
121, 5086
122, 22048
123, 22224
124, 27468
125, 25443
126, 12015
127, 29576
128, 10227
129, 23609
130, 579
131, 24902
132, 17355
133, 1212
134, 4826
135, 5727
136, 24613
137, 11271
138, 6707
139, 12777
140, 32011
141, 31241
142, 26702
143, 11377
144, 14117
145, 17884
146, 12467
147, 241
148, 7390
149, 9809
150, 10421
151, 25084
152, 24258
153, 28880
154, 23288
155, 20284
156, 24362
157, 6751
158, 21553
159, 7966
160, 25884
161, 12032
162, 3373
163, 20684
164, 30317
165, 21312
166, 13845
167, 14940
168, 7464
169, 1037
170, 18160
171, 26438
172, 7220
173, 2248
174, 31081
175, 15132
176, 22320
177, 19355
178, 4050
179, 11381
180, 29090
181, 3085
182, 3434
183, 11307
184, 26961
185, 8147
186, 17371
187, 3270
188, 12271
189, 13801
190, 23047
191, 32311
192, 2043
193, 20450
194, 12292
195, 29130
196, 10470
197, 25981
198, 17509
199, 31318
200, 28277
201, 26232
202, 32444
203, 31926
204, 5990
205, 3753
206, 861
207, 17533
208, 22358
209, 16458
210, 29796
211, 20710
212, 16354
213, 22677
214, 17401
215, 28170
216, 17677
217, 12945
218, 31698
219, 28246
220, 24801
221, 19499
222, 7674
223, 6203
224, 6746
225, 16776
226, 721
227, 7207
228, 29567
229, 4762
230, 22613
231, 9909
232, 722
233, 26353
234, 9887
235, 25377
236, 15338
237, 17364
238, 32176
239, 510
240, 11103
241, 26769
242, 12398
243, 6187
244, 10726
245, 17681
246, 16618
247, 27139
248, 19133
249, 16047
250, 25060
251, 30420
252, 2378
253, 14154
254, 12689
255, 22674
256, 31231
257, 2713
258, 4508
259, 19405
260, 640
261, 30143
262, 16490
263, 29665
264, 23816
265, 7456
266, 6050
267, 12141
268, 27401
269, 9330
270, 5101
271, 4358
272, 6930
273, 3351
274, 2554
275, 20524
276, 26102
277, 20138
278, 11462
279, 18044
280, 10027
281, 24024
282, 18714
283, 19752
284, 21616
285, 5489
286, 23125
287, 3749
288, 22706
289, 13758
290, 23659
291, 8355
292, 5681
293, 28182
294, 32558
295, 31298
296, 21471
297, 9388
