27511,0
41909,2
28926,3
57970,5
39593,5
45214,5
56218,5
6162,5
33111,6
36274,6
10420,6
64533,7
2888,7
48003,7
62897,7
36164,7
62080,8
22731,9
59637,10
25803,11
911,11
43118,11
5796,12
13716,12
33094,12
57707,12
32638,13
40328,14
28732,14
9658,15
47215,15
35464,16
62468,19
47347,20
60877,20
60668,20
17577,21
6283,22
63871,23
29423,23
49424,23
23486,23
30240,24
34732,24
4967,28
669,29
59199,29
29396,29
505,30
52668,31
45020,32
43711,32
19599,32
17943,33
26134,33
30311,34
10333,34
4989,34
24633,35
17508,35
16360,36
4864,37
2949,37
63288,38
11010,40
27506,40
60505,41
22062,42
61192,42
55452,42
42725,43
31167,44
21956,45
14589,45
11672,46
3004,46
59252,46
63525,46
57254,49
47171,50
54318,50
47779,50
41824,51
57993,52
43661,52
22397,52
42100,52
8608,52
13501,53
12925,53
21316,53
21049,53
1973,54
45309,54
26465,55
47107,55
9286,56
57834,56
18337,58
50517,59
12527,59
21957,59
25404,60
29094,60
61917,60
17833,61
42109,63
33260,63
22196,65
58286,66
40892,66
41615,68
26718,69
55319,70
14405,71
21740,72
21903,72
55751,72
13879,72
45891,72
5801,73
48035,74
47317,74
7240,74
57208,75
10884,75
16033,75
33423,75
32890,76
32148,76
15978,77
51526,77
54127,78
17371,78
431,78
16860,78
43693,80
51105,81
20144,81
62264,82
20229,83
9744,84
63895,84
52369,84
39714,86
17836,86
31238,87
901,87
61507,87
1282,87
33938,88
27332,88
44481,89
30442,89
17475,89
44721,89
63633,89
53406,90
31300,90
21973,91
23774,91
53417,91
62184,91
33563,93
49524,93
57843,94
54026,94
42778,94
64844,94
42729,95
47154,96
65085,96
18374,96
29921,96
29690,96
35004,97
26365,97
38638,97
42452,98
2507,98
45702,98
12673,99
3354,100
10847,100
45530,101
50673,102
3911,102
45830,102
545,103
61902,103
14142,103
62101,103
59622,103
25537,103
61856,104
19498,104
33986,105
34762,105
49152,106
56920,107
50135,107
5475,107
6927,108
37438,108
2812,109
59926,110
30874,110
33266,110
49789,110
24270,111
36077,111
43268,111
4773,112
42622,113
58121,113
51428,114
55280,114
14369,116
24318,116
13695,117
7220,117
26942,117
29320,118
9626,119
31325,119
22223,120
26915,120
52627,120
19094,120
3785,121
21317,121
16393,122
43311,122
18986,123
63945,123
12672,124
5635,124
27732,125
29851,125
15787,127
22039,127
6908,127
5751,129
11351,129
20542,132
31890,134
29060,134
14188,135
39048,135
46940,136
6984,136
25853,136
59432,138
2006,138
29295,139
46971,139
52342,140
27418,140
58164,140
24357,140
739,141
28183,141
3231,142
61180,142
41357,142
53314,144
16993,144
9719,144
21859,144
38431,144
35913,144
49383,145
34505,146
31443,146
53781,147
28718,147
31051,148
42551,148
19159,148
28094,148
64851,149
14328,149
27114,149
41600,149
47185,150
45116,150
61094,150
18416,150
63534,151
18602,151
61895,151
58231,151
27626,151
36443,151
45014,152
37131,154
44631,154
20303,154
17102,156
60492,156
51389,156
41510,157
22941,158
32143,159
9511,159
22663,159
11037,160
29171,161
48365,161
51666,161
13168,163
46085,163
21118,164
108,164
25287,165
5498,165
10489,165
43251,167
26745,167
31562,167
47781,168
38607,169
26146,170
53420,170
36314,171
56655,172
40017,172
59362,172
25705,173
763,174
15671,175
11935,175
2059,175
62016,177
33143,178
36118,178
12596,178
13479,179
22263,179
42062,179
38964,180
13913,180
19539,181
10501,181
27716,181
30641,182
38298,182
3808,183
57094,184
5851,184
8471,185
58459,186
9591,186
1312,186
60291,186
59760,186
21527,188
36373,188
55249,189
31598,190
17094,191
14075,192
9126,192
51830,193
43820,194
14051,195
30762,196
54190,196
4698,196
4736,197
60392,197
24509,199
59740,199
61112,199
46119,200
26613,200
4125,200
61479,201
17616,201
37223,201
16091,202
452,202
12112,203
18624,203
24609,203
49989,204
51206,204
49670,208
42559,208
61779,209
41449,210
49793,210
7162,210
58180,210
27194,212
58716,213
24041,213
8261,213
34894,216
34461,216
19783,217
27699,217
31751,217
16129,217
52244,219
38260,219
24913,219
15035,219
65266,220
46566,220
34552,221
61771,221
45295,221
11852,222
19461,222
64326,222
37289,223
31280,223
5372,224
31274,224
39382,225
43131,225
50318,226
12947,227
51072,228
1940,228
50292,228
8397,228
39958,231
44467,232
20207,233
47459,234
48988,237
8944,237
22785,237
31197,238
14314,238
12163,239
40816,240
147,241
7487,241
48913,241
41408,242
2085,245
61964,246
32276,246
8139,247
53967,247
59765,249
28822,249
14677,249
63745,249
55577,251
34341,251
59109,251
18358,252
55815,252
48444,252
17295,252
6770,253
32416,253
28927,253
17415,253
28063,254
19267,255
55546,255
12774,255
65389,256
43515,256
9568,256
51978,257
19347,258
51871,258
60308,260
55788,260
58691,260
34036,261
31720,262
21536,262
33657,262
36990,262
57777,263
13119,264
40691,266
28367,266
41956,267
2704,268
30887,269
58003,270
13325,270
32994,270
23674,272
17290,272
58356,272
18874,272
5366,273
59481,273
970,274
43752,274
29466,274
858,274
23404,275
52780,277
1594,277
21826,278
24296,279
